"TimeWindow","Topic","Discipline","Weight"
"2001_2005","41","Archaeology",1
"2001_2005","41","Biochemistry & Molecular Biology",22
"2001_2005","41","Biodiversity Conservation",11
"2001_2005","41","Biology",7
"2001_2005","41","Biophysics",1
"2001_2005","41","Biotechnology & Applied Microbiology",6
"2001_2005","41","Cell Biology",1
"2001_2005","41","Chemistry",1
"2001_2005","41","Ecology",66
"2001_2005","41","Engineering",1
"2001_2005","41","Entomology",4
"2001_2005","41","Environmental Studies",1
"2001_2005","41","Evolutionary Biology",25
"2001_2005","41","Fisheries",3
"2001_2005","41","Forestry",8
"2001_2005","41","Gastroenterology & Hepatology",1
"2001_2005","41","Genetics & Heredity",17
"2001_2005","41","Geography",2
"2001_2005","41","Geology",2
"2001_2005","41","Geosciences, Multidisciplinary",2
"2001_2005","41","Immunology",3
"2001_2005","41","Infectious Diseases",3
"2001_2005","41","Life Sciences & Biomedicine - Other Topics",7
"2001_2005","41","Limnology",1
"2001_2005","41","Marine & Freshwater Biology",22
"2001_2005","41","Mathematical & Computational Biology",3
"2001_2005","41","Meteorology & Atmospheric Sciences",1
"2001_2005","41","Microbiology",16
"2001_2005","41","Multidisciplinary Sciences",2
"2001_2005","41","Mycology",2
"2001_2005","41","Neurosciences",2
"2001_2005","41","Oceanography",13
"2001_2005","41","Ornithology",1
"2001_2005","41","Paleontology",3
"2001_2005","41","Parasitology",2
"2001_2005","41","Pharmacology & Pharmacy",1
"2001_2005","41","Physical Geography",2
"2001_2005","41","Plant Sciences",16
"2001_2005","41","Public, Environmental & Occupational Health",1
"2001_2005","41","Science & Technology - Other Topics",2
"2001_2005","41","Soil Science",1
"2001_2005","41","Toxicology",1
"2001_2005","41","Veterinary Sciences",2
"2001_2005","41","Water Resources",1
"2001_2005","41","Zoology",12
"2006_2012","41","Agriculture",3
"2006_2012","41","Agronomy",2
"2006_2012","41","Anthropology",1
"2006_2012","41","Biochemistry & Molecular Biology",30
"2006_2012","41","Biodiversity Conservation",20
"2006_2012","41","Biology",4
"2006_2012","41","Biophysics",1
"2006_2012","41","Biotechnology & Applied Microbiology",12
"2006_2012","41","Cell Biology",1
"2006_2012","41","Ecology",73
"2006_2012","41","Engineering",2
"2006_2012","41","Entomology",3
"2006_2012","41","Evolutionary Biology",41
"2006_2012","41","Fisheries",3
"2006_2012","41","Forestry",12
"2006_2012","41","Genetics & Heredity",37
"2006_2012","41","Geography",4
"2006_2012","41","Geology",3
"2006_2012","41","Geosciences, Multidisciplinary",3
"2006_2012","41","Horticulture",2
"2006_2012","41","Immunology",2
"2006_2012","41","Infectious Diseases",3
"2006_2012","41","Life Sciences & Biomedicine - Other Topics",4
"2006_2012","41","Limnology",3
"2006_2012","41","Marine & Freshwater Biology",19
"2006_2012","41","Mathematical & Computational Biology",1
"2006_2012","41","Microbiology",13
"2006_2012","41","Multidisciplinary Sciences",2
"2006_2012","41","Mycology",1
"2006_2012","41","Oceanography",11
"2006_2012","41","Paleontology",4
"2006_2012","41","Parasitology",2
"2006_2012","41","Physical Geography",4
"2006_2012","41","Plant Sciences",19
"2006_2012","41","Science & Technology - Other Topics",2
"2006_2012","41","Toxicology",1
"2006_2012","41","Virology",1
"2006_2012","41","Water Resources",1
"2006_2012","41","Zoology",6
"1990_1995","42","Agriculture",54
"1990_1995","42","Agronomy",44
"1990_1995","42","Anatomy & Morphology",1
"1990_1995","42","Anthropology",1
"1990_1995","42","Biochemical Research Methods",2
"1990_1995","42","Biochemistry & Molecular Biology",16
"1990_1995","42","Biodiversity Conservation",24
"1990_1995","42","Biology",15
"1990_1995","42","Biophysics",1
"1990_1995","42","Biotechnology & Applied Microbiology",14
"1990_1995","42","Business",2
"1990_1995","42","Chemistry",5
"1990_1995","42","Computer Science",2
"1990_1995","42","Ecology",176
"1990_1995","42","Economics",2
"1990_1995","42","Engineering",3
"1990_1995","42","Entomology",14
"1990_1995","42","Environmental Studies",6
"1990_1995","42","Evolutionary Biology",58
"1990_1995","42","Fisheries",15
"1990_1995","42","Food Science & Technology",2
"1990_1995","42","Forestry",34
"1990_1995","42","Genetics & Heredity",92
"1990_1995","42","Geography",21
"1990_1995","42","Geology",23
"1990_1995","42","Geosciences, Multidisciplinary",19
"1990_1995","42","History",1
"1990_1995","42","Horticulture",32
"1990_1995","42","Imaging Science & Photographic Technology",1
"1990_1995","42","Immunology",2
"1990_1995","42","Life Sciences & Biomedicine - Other Topics",15
"1990_1995","42","Limnology",13
"1990_1995","42","Marine & Freshwater Biology",99
"1990_1995","42","Mathematical & Computational Biology",1
"1990_1995","42","Meteorology & Atmospheric Sciences",1
"1990_1995","42","Microbiology",27
"1990_1995","42","Multidisciplinary Sciences",14
"1990_1995","42","Mycology",2
"1990_1995","42","Oceanography",26
"1990_1995","42","Ornithology",5
"1990_1995","42","Paleontology",19
"1990_1995","42","Parasitology",1
"1990_1995","42","Physical Geography",21
"1990_1995","42","Physiology",2
"1990_1995","42","Plant Sciences",117
"1990_1995","42","Public, Environmental & Occupational Health",1
"1990_1995","42","Remote Sensing",1
"1990_1995","42","Science & Technology - Other Topics",14
"1990_1995","42","Soil Science",4
"1990_1995","42","Toxicology",2
"1990_1995","42","Tropical Medicine",1
"1990_1995","42","Urban Studies",4
"1990_1995","42","Veterinary Sciences",1
"1990_1995","42","Virology",1
"1990_1995","42","Water Resources",3
"1990_1995","42","Zoology",49
"1996_2000","42","Agriculture",82
"1996_2000","42","Agronomy",64
"1996_2000","42","Anthropology",3
"1996_2000","42","Archaeology",1
"1996_2000","42","Behavioral Sciences",1
"1996_2000","42","Biochemical Research Methods",2
"1996_2000","42","Biochemistry & Molecular Biology",59
"1996_2000","42","Biodiversity Conservation",103
"1996_2000","42","Biology",23
"1996_2000","42","Biotechnology & Applied Microbiology",34
"1996_2000","42","Business",1
"1996_2000","42","Chemistry",6
"1996_2000","42","Computer Science",1
"1996_2000","42","Ecology",384
"1996_2000","42","Economics",1
"1996_2000","42","Energy & Fuels",1
"1996_2000","42","Engineering",19
"1996_2000","42","Entomology",24
"1996_2000","42","Environmental Studies",7
"1996_2000","42","Evolutionary Biology",91
"1996_2000","42","Fisheries",34
"1996_2000","42","Food Science & Technology",3
"1996_2000","42","Forestry",55
"1996_2000","42","Genetics & Heredity",79
"1996_2000","42","Geography",30
"1996_2000","42","Geology",23
"1996_2000","42","Geosciences, Multidisciplinary",19
"1996_2000","42","Horticulture",27
"1996_2000","42","Imaging Science & Photographic Technology",2
"1996_2000","42","International Relations",1
"1996_2000","42","Life Sciences & Biomedicine - Other Topics",23
"1996_2000","42","Limnology",17
"1996_2000","42","Marine & Freshwater Biology",145
"1996_2000","42","Materials Science",1
"1996_2000","42","Mathematical & Computational Biology",1
"1996_2000","42","Meteorology & Atmospheric Sciences",2
"1996_2000","42","Microbiology",25
"1996_2000","42","Multidisciplinary Sciences",12
"1996_2000","42","Mycology",12
"1996_2000","42","Nutrition & Dietetics",1
"1996_2000","42","Oceanography",44
"1996_2000","42","Ornithology",5
"1996_2000","42","Paleontology",15
"1996_2000","42","Parasitology",4
"1996_2000","42","Pharmacology & Pharmacy",1
"1996_2000","42","Physical Geography",28
"1996_2000","42","Planning & Development",1
"1996_2000","42","Plant Sciences",175
"1996_2000","42","Public Administration",1
"1996_2000","42","Public, Environmental & Occupational Health",1
"1996_2000","42","Remote Sensing",2
"1996_2000","42","Science & Technology - Other Topics",12
"1996_2000","42","Soil Science",13
"1996_2000","42","Thermodynamics",1
"1996_2000","42","Toxicology",2
"1996_2000","42","Urban Studies",3
"1996_2000","42","Veterinary Sciences",1
"1996_2000","42","Water Resources",16
"1996_2000","42","Zoology",35
"2001_2005","42","Agriculture",80
"2001_2005","42","Agronomy",66
"2001_2005","42","Anthropology",1
"2001_2005","42","Archaeology",1
"2001_2005","42","Astronomy & Astrophysics",1
"2001_2005","42","Automation & Control Systems",1
"2001_2005","42","Behavioral Sciences",1
"2001_2005","42","Biochemical Research Methods",1
"2001_2005","42","Biochemistry & Molecular Biology",71
"2001_2005","42","Biodiversity Conservation",126
"2001_2005","42","Biology",18
"2001_2005","42","Biophysics",1
"2001_2005","42","Biotechnology & Applied Microbiology",29
"2001_2005","42","Cell Biology",3
"2001_2005","42","Chemistry",4
"2001_2005","42","Computer Science",6
"2001_2005","42","Ecology",351
"2001_2005","42","Energy & Fuels",1
"2001_2005","42","Engineering",10
"2001_2005","42","Entomology",29
"2001_2005","42","Environmental Studies",2
"2001_2005","42","Ethics",1
"2001_2005","42","Evolutionary Biology",109
"2001_2005","42","Fisheries",34
"2001_2005","42","Food Science & Technology",4
"2001_2005","42","Forestry",58
"2001_2005","42","Genetics & Heredity",100
"2001_2005","42","Geochemistry & Geophysics",1
"2001_2005","42","Geography",11
"2001_2005","42","Geology",25
"2001_2005","42","Geosciences, Multidisciplinary",20
"2001_2005","42","History",1
"2001_2005","42","Horticulture",27
"2001_2005","42","Imaging Science & Photographic Technology",2
"2001_2005","42","Instruments & Instrumentation",1
"2001_2005","42","Life Sciences & Biomedicine - Other Topics",18
"2001_2005","42","Limnology",12
"2001_2005","42","Marine & Freshwater Biology",135
"2001_2005","42","Mathematical & Computational Biology",2
"2001_2005","42","Mathematics",2
"2001_2005","42","Meteorology & Atmospheric Sciences",4
"2001_2005","42","Microbiology",20
"2001_2005","42","Multidisciplinary Sciences",17
"2001_2005","42","Mycology",11
"2001_2005","42","Nutrition & Dietetics",2
"2001_2005","42","Oceanography",46
"2001_2005","42","Operations Research & Management Science",2
"2001_2005","42","Ornithology",12
"2001_2005","42","Paleontology",20
"2001_2005","42","Parasitology",2
"2001_2005","42","Physical Geography",10
"2001_2005","42","Physics",1
"2001_2005","42","Planning & Development",1
"2001_2005","42","Plant Sciences",180
"2001_2005","42","Public Administration",1
"2001_2005","42","Remote Sensing",6
"2001_2005","42","Science & Technology - Other Topics",17
"2001_2005","42","Social Sciences",1
"2001_2005","42","Soil Science",12
"2001_2005","42","Toxicology",2
"2001_2005","42","Water Resources",15
"2001_2005","42","Zoology",60
"2006_2012","42","Agriculture",70
"2006_2012","42","Agronomy",55
"2006_2012","42","Anthropology",5
"2006_2012","42","Automation & Control Systems",1
"2006_2012","42","Behavioral Sciences",1
"2006_2012","42","Biochemistry & Molecular Biology",53
"2006_2012","42","Biodiversity Conservation",108
"2006_2012","42","Biology",18
"2006_2012","42","Biomedical Social Sciences",1
"2006_2012","42","Biotechnology & Applied Microbiology",28
"2006_2012","42","Business",1
"2006_2012","42","Cell Biology",1
"2006_2012","42","Chemistry",8
"2006_2012","42","Computer Science",9
"2006_2012","42","Demography",1
"2006_2012","42","Ecology",249
"2006_2012","42","Energy & Fuels",1
"2006_2012","42","Engineering",4
"2006_2012","42","Entomology",23
"2006_2012","42","Environmental Studies",5
"2006_2012","42","Evolutionary Biology",79
"2006_2012","42","Fisheries",27
"2006_2012","42","Food Science & Technology",3
"2006_2012","42","Forestry",35
"2006_2012","42","Genetics & Heredity",85
"2006_2012","42","Geochemistry & Geophysics",1
"2006_2012","42","Geography",14
"2006_2012","42","Geology",11
"2006_2012","42","Geosciences, Multidisciplinary",10
"2006_2012","42","Horticulture",15
"2006_2012","42","Hospitality, Leisure, Sport & Tourism",1
"2006_2012","42","Immunology",2
"2006_2012","42","Infectious Diseases",1
"2006_2012","42","Integrative & Complementary Medicine",2
"2006_2012","42","Life Sciences & Biomedicine - Other Topics",18
"2006_2012","42","Limnology",11
"2006_2012","42","Management",1
"2006_2012","42","Marine & Freshwater Biology",99
"2006_2012","42","Mathematical & Computational Biology",5
"2006_2012","42","Mathematics",1
"2006_2012","42","Meteorology & Atmospheric Sciences",1
"2006_2012","42","Microbiology",23
"2006_2012","42","Multidisciplinary Sciences",8
"2006_2012","42","Mycology",2
"2006_2012","42","Oceanography",39
"2006_2012","42","Operations Research & Management Science",1
"2006_2012","42","Ornithology",6
"2006_2012","42","Paleontology",10
"2006_2012","42","Pharmacology & Pharmacy",4
"2006_2012","42","Physical Geography",13
"2006_2012","42","Physics",1
"2006_2012","42","Planning & Development",1
"2006_2012","42","Plant Sciences",134
"2006_2012","42","Polymer Science",1
"2006_2012","42","Public Administration",1
"2006_2012","42","Public, Environmental & Occupational Health",1
"2006_2012","42","Remote Sensing",2
"2006_2012","42","Science & Technology - Other Topics",8
"2006_2012","42","Social Sciences",2
"2006_2012","42","Soil Science",3
"2006_2012","42","Statistics & Probability",1
"2006_2012","42","Toxicology",2
"2006_2012","42","Water Resources",3
"2006_2012","42","Zoology",42
"1990_1995","43","Agriculture",6
"1990_1995","43","Agronomy",5
"1990_1995","43","Anthropology",1
"1990_1995","43","Biochemical Research Methods",2
"1990_1995","43","Biochemistry & Molecular Biology",13
"1990_1995","43","Biology",3
"1990_1995","43","Biomedical Social Sciences",1
"1990_1995","43","Biophysics",3
"1990_1995","43","Biotechnology & Applied Microbiology",6
"1990_1995","43","Cell Biology",2
"1990_1995","43","Chemistry",1
"1990_1995","43","Ecology",8
"1990_1995","43","Engineering",1
"1990_1995","43","Entomology",1
"1990_1995","43","Environmental Studies",2
"1990_1995","43","Evolutionary Biology",5
"1990_1995","43","Fisheries",1
"1990_1995","43","Food Science & Technology",1
"1990_1995","43","Forestry",1
"1990_1995","43","Genetics & Heredity",18
"1990_1995","43","Geography",4
"1990_1995","43","Geology",2
"1990_1995","43","Geosciences, Multidisciplinary",2
"1990_1995","43","Hematology",1
"1990_1995","43","Horticulture",4
"1990_1995","43","Immunology",9
"1990_1995","43","Infectious Diseases",5
"1990_1995","43","Life Sciences & Biomedicine - Other Topics",3
"1990_1995","43","Marine & Freshwater Biology",6
"1990_1995","43","Microbiology",11
"1990_1995","43","Mining & Mineral Processing",1
"1990_1995","43","Multidisciplinary Sciences",3
"1990_1995","43","Neurosciences",2
"1990_1995","43","Oceanography",3
"1990_1995","43","Oncology",1
"1990_1995","43","Parasitology",1
"1990_1995","43","Pharmacology & Pharmacy",2
"1990_1995","43","Physical Geography",3
"1990_1995","43","Plant Sciences",7
"1990_1995","43","Psychiatry",1
"1990_1995","43","Public, Environmental & Occupational Health",1
"1990_1995","43","Science & Technology - Other Topics",3
"1990_1995","43","Social Sciences",1
"1990_1995","43","Toxicology",3
"1990_1995","43","Transplantation",1
"1990_1995","43","Urban Studies",2
"1990_1995","43","Virology",3
"1990_1995","43","Zoology",4
"1996_2000","43","Agriculture",46
"1996_2000","43","Agronomy",39
"1996_2000","43","Anatomy & Morphology",1
"1996_2000","43","Anthropology",6
"1996_2000","43","Astronomy & Astrophysics",1
"1996_2000","43","Behavioral Sciences",1
"1996_2000","43","Biochemical Research Methods",11
"1996_2000","43","Biochemistry & Molecular Biology",64
"1996_2000","43","Biodiversity Conservation",6
"1996_2000","43","Biology",14
"1996_2000","43","Biophysics",14
"1996_2000","43","Biotechnology & Applied Microbiology",54
"1996_2000","43","Business",3
"1996_2000","43","Cardiology",1
"1996_2000","43","Cell Biology",18
"1996_2000","43","Chemistry",12
"1996_2000","43","Clinical Neurology",1
"1996_2000","43","Computer Science",8
"1996_2000","43","Ecology",62
"1996_2000","43","Economics",3
"1996_2000","43","Electrochemistry",1
"1996_2000","43","Engineering",6
"1996_2000","43","Entomology",6
"1996_2000","43","Environmental Studies",7
"1996_2000","43","Evolutionary Biology",41
"1996_2000","43","Fisheries",6
"1996_2000","43","Food Science & Technology",2
"1996_2000","43","Forestry",12
"1996_2000","43","Gastroenterology & Hepatology",5
"1996_2000","43","General & Internal Medicine",1
"1996_2000","43","Genetics & Heredity",65
"1996_2000","43","Geography",3
"1996_2000","43","Geology",2
"1996_2000","43","Geosciences, Multidisciplinary",2
"1996_2000","43","History",1
"1996_2000","43","Horticulture",21
"1996_2000","43","Immunology",19
"1996_2000","43","Infectious Diseases",12
"1996_2000","43","Life Sciences & Biomedicine - Other Topics",14
"1996_2000","43","Limnology",4
"1996_2000","43","Marine & Freshwater Biology",28
"1996_2000","43","Materials Science",1
"1996_2000","43","Medicine, General & Internal",1
"1996_2000","43","Medicine, Research & Experimental",5
"1996_2000","43","Microbiology",76
"1996_2000","43","Microscopy",1
"1996_2000","43","Multidisciplinary Sciences",19
"1996_2000","43","Mycology",2
"1996_2000","43","Nanoscience & Nanotechnology",1
"1996_2000","43","Neurosciences",5
"1996_2000","43","Nutrition & Dietetics",1
"1996_2000","43","Oceanography",4
"1996_2000","43","Oncology",1
"1996_2000","43","Paleontology",3
"1996_2000","43","Parasitology",7
"1996_2000","43","Pathology",2
"1996_2000","43","Pediatrics",1
"1996_2000","43","Peripheral Vascular Disease",1
"1996_2000","43","Pharmacology & Pharmacy",5
"1996_2000","43","Physical Geography",2
"1996_2000","43","Physiology",3
"1996_2000","43","Plant Sciences",66
"1996_2000","43","Public, Environmental & Occupational Health",6
"1996_2000","43","Research & Experimental Medicine",5
"1996_2000","43","Science & Technology - Other Topics",20
"1996_2000","43","Soil Science",5
"1996_2000","43","Toxicology",4
"1996_2000","43","Tropical Medicine",3
"1996_2000","43","Urban Studies",1
"1996_2000","43","Veterinary Sciences",1
"1996_2000","43","Virology",25
"1996_2000","43","Water Resources",3
"1996_2000","43","Zoology",9
"2001_2005","43","Agriculture",43
"2001_2005","43","Agronomy",32
"2001_2005","43","Anthropology",3
"2001_2005","43","Automation & Control Systems",1
"2001_2005","43","Behavioral Sciences",2
"2001_2005","43","Biochemical Research Methods",18
"2001_2005","43","Biochemistry & Molecular Biology",81
"2001_2005","43","Biodiversity Conservation",16
"2001_2005","43","Biology",21
"2001_2005","43","Biophysics",7
"2001_2005","43","Biotechnology & Applied Microbiology",64
"2001_2005","43","Business",4
"2001_2005","43","Cell Biology",13
"2001_2005","43","Chemistry",16
"2001_2005","43","Computer Science",11
"2001_2005","43","Ecology",110
"2001_2005","43","Economics",2
"2001_2005","43","Endocrinology & Metabolism",1
"2001_2005","43","Engineering",9
"2001_2005","43","Entomology",11
"2001_2005","43","Environmental Studies",6
"2001_2005","43","Evolutionary Biology",52
"2001_2005","43","Fisheries",10
"2001_2005","43","Food Science & Technology",6
"2001_2005","43","Forestry",14
"2001_2005","43","Gastroenterology & Hepatology",5
"2001_2005","43","Genetics & Heredity",108
"2001_2005","43","Geography",7
"2001_2005","43","Geology",6
"2001_2005","43","Geosciences, Multidisciplinary",5
"2001_2005","43","Horticulture",16
"2001_2005","43","Imaging Science & Photographic Technology",1
"2001_2005","43","Immunology",24
"2001_2005","43","Infectious Diseases",18
"2001_2005","43","Information Science & Library Science",1
"2001_2005","43","Legal Medicine",6
"2001_2005","43","Life Sciences & Biomedicine - Other Topics",21
"2001_2005","43","Limnology",4
"2001_2005","43","Management",2
"2001_2005","43","Marine & Freshwater Biology",29
"2001_2005","43","Materials Science",1
"2001_2005","43","Mathematical & Computational Biology",2
"2001_2005","43","Mathematics",1
"2001_2005","43","Medicine, Legal",6
"2001_2005","43","Medicine, Research & Experimental",1
"2001_2005","43","Meteorology & Atmospheric Sciences",2
"2001_2005","43","Microbiology",112
"2001_2005","43","Multidisciplinary Sciences",16
"2001_2005","43","Mycology",8
"2001_2005","43","Neurosciences",2
"2001_2005","43","Oceanography",12
"2001_2005","43","Operations Research & Management Science",1
"2001_2005","43","Paleontology",2
"2001_2005","43","Parasitology",6
"2001_2005","43","Pathology",3
"2001_2005","43","Pharmacology & Pharmacy",5
"2001_2005","43","Physical Geography",5
"2001_2005","43","Physics",1
"2001_2005","43","Physiology",5
"2001_2005","43","Plant Sciences",66
"2001_2005","43","Psychology",1
"2001_2005","43","Public Administration",1
"2001_2005","43","Public, Environmental & Occupational Health",4
"2001_2005","43","Remote Sensing",4
"2001_2005","43","Research & Experimental Medicine",1
"2001_2005","43","Respiratory System",2
"2001_2005","43","Science & Technology - Other Topics",16
"2001_2005","43","Soil Science",4
"2001_2005","43","Sport Sciences",1
"2001_2005","43","Surgery",2
"2001_2005","43","Toxicology",5
"2001_2005","43","Transplantation",2
"2001_2005","43","Tropical Medicine",1
"2001_2005","43","Urban Studies",2
"2001_2005","43","Veterinary Sciences",2
"2001_2005","43","Virology",34
"2001_2005","43","Water Resources",7
"2001_2005","43","Zoology",12
"2006_2012","43","Agriculture",55
"2006_2012","43","Agronomy",39
"2006_2012","43","Allergy",1
"2006_2012","43","Anthropology",7
"2006_2012","43","Automation & Control Systems",1
"2006_2012","43","Behavioral Sciences",1
"2006_2012","43","Biochemical Research Methods",7
"2006_2012","43","Biochemistry & Molecular Biology",64
"2006_2012","43","Biodiversity Conservation",12
"2006_2012","43","Biology",14
"2006_2012","43","Biophysics",3
"2006_2012","43","Biotechnology & Applied Microbiology",62
"2006_2012","43","Business",1
"2006_2012","43","Cardiology",1
"2006_2012","43","Cell Biology",11
"2006_2012","43","Chemistry",26
"2006_2012","43","Computer Science",23
"2006_2012","43","Ecology",82
"2006_2012","43","Electrochemistry",1
"2006_2012","43","Energy & Fuels",4
"2006_2012","43","Engineering",11
"2006_2012","43","Entomology",10
"2006_2012","43","Environmental Studies",2
"2006_2012","43","Evolutionary Biology",37
"2006_2012","43","Fisheries",8
"2006_2012","43","Food Science & Technology",9
"2006_2012","43","Forestry",9
"2006_2012","43","Gastroenterology & Hepatology",2
"2006_2012","43","Genetics & Heredity",89
"2006_2012","43","Geography",7
"2006_2012","43","Geology",12
"2006_2012","43","Geosciences, Multidisciplinary",9
"2006_2012","43","Horticulture",21
"2006_2012","43","Imaging Science & Photographic Technology",3
"2006_2012","43","Immunology",24
"2006_2012","43","Infectious Diseases",26
"2006_2012","43","Information Science & Library Science",1
"2006_2012","43","Instruments & Instrumentation",1
"2006_2012","43","Legal Medicine",1
"2006_2012","43","Life Sciences & Biomedicine - Other Topics",14
"2006_2012","43","Limnology",2
"2006_2012","43","Management",1
"2006_2012","43","Marine & Freshwater Biology",33
"2006_2012","43","Materials Science",4
"2006_2012","43","Mathematical & Computational Biology",3
"2006_2012","43","Mathematics",3
"2006_2012","43","Mechanics",1
"2006_2012","43","Medicine, Legal",1
"2006_2012","43","Medicine, Research & Experimental",1
"2006_2012","43","Microbiology",114
"2006_2012","43","Multidisciplinary Sciences",18
"2006_2012","43","Mycology",10
"2006_2012","43","Nanoscience & Nanotechnology",3
"2006_2012","43","Neurosciences",6
"2006_2012","43","Oceanography",4
"2006_2012","43","Ornithology",1
"2006_2012","43","Paleontology",4
"2006_2012","43","Parasitology",6
"2006_2012","43","Pathology",1
"2006_2012","43","Pediatrics",1
"2006_2012","43","Peripheral Vascular Disease",1
"2006_2012","43","Pharmacology & Pharmacy",10
"2006_2012","43","Physical Geography",7
"2006_2012","43","Physics",4
"2006_2012","43","Physiology",6
"2006_2012","43","Planning & Development",1
"2006_2012","43","Plant Sciences",85
"2006_2012","43","Public Administration",1
"2006_2012","43","Public, Environmental & Occupational Health",7
"2006_2012","43","Remote Sensing",1
"2006_2012","43","Research & Experimental Medicine",1
"2006_2012","43","Robotics",1
"2006_2012","43","Science & Technology - Other Topics",21
"2006_2012","43","Sociology",1
"2006_2012","43","Soil Science",6
"2006_2012","43","Statistics & Probability",1
"2006_2012","43","Telecommunications",2
"2006_2012","43","Toxicology",2
"2006_2012","43","Transplantation",1
"2006_2012","43","Tropical Medicine",4
"2006_2012","43","Urban Studies",1
"2006_2012","43","Veterinary Sciences",3
"2006_2012","43","Virology",37
"2006_2012","43","Water Resources",5
"2006_2012","43","Zoology",10
"1990_1995","44","Agriculture",3
"1990_1995","44","Agronomy",2
"1990_1995","44","Biochemistry & Molecular Biology",11
"1990_1995","44","Biodiversity Conservation",2
"1990_1995","44","Biology",7
"1990_1995","44","Biophysics",2
"1990_1995","44","Biotechnology & Applied Microbiology",3
"1990_1995","44","Cell Biology",4
"1990_1995","44","Ecology",16
"1990_1995","44","Endocrinology & Metabolism",1
"1990_1995","44","Engineering",2
"1990_1995","44","Entomology",2
"1990_1995","44","Evolutionary Biology",4
"1990_1995","44","Fisheries",2
"1990_1995","44","Food Science & Technology",1
"1990_1995","44","Forestry",1
"1990_1995","44","Genetics & Heredity",2
"1990_1995","44","Geography",3
"1990_1995","44","Geology",1
"1990_1995","44","Geosciences, Multidisciplinary",1
"1990_1995","44","Imaging Science & Photographic Technology",1
"1990_1995","44","Immunology",3
"1990_1995","44","Infectious Diseases",1
"1990_1995","44","Life Sciences & Biomedicine - Other Topics",7
"1990_1995","44","Limnology",1
"1990_1995","44","Marine & Freshwater Biology",15
"1990_1995","44","Medicine, Research & Experimental",1
"1990_1995","44","Meteorology & Atmospheric Sciences",2
"1990_1995","44","Microbiology",5
"1990_1995","44","Multidisciplinary Sciences",5
"1990_1995","44","Neurosciences",4
"1990_1995","44","Nutrition & Dietetics",1
"1990_1995","44","Oceanography",2
"1990_1995","44","Oncology",1
"1990_1995","44","Paleontology",4
"1990_1995","44","Parasitology",2
"1990_1995","44","Physical Geography",2
"1990_1995","44","Physiology",2
"1990_1995","44","Plant Sciences",14
"1990_1995","44","Remote Sensing",1
"1990_1995","44","Reproductive Biology",1
"1990_1995","44","Research & Experimental Medicine",1
"1990_1995","44","Science & Technology - Other Topics",5
"1990_1995","44","Soil Science",2
"1990_1995","44","Toxicology",3
"1990_1995","44","Veterinary Sciences",1
"1990_1995","44","Water Resources",1
"1990_1995","44","Zoology",7
"1996_2000","44","Agriculture",17
"1996_2000","44","Agronomy",5
"1996_2000","44","Anatomy & Morphology",1
"1996_2000","44","Art",1
"1996_2000","44","Astronomy & Astrophysics",1
"1996_2000","44","Automation & Control Systems",1
"1996_2000","44","Behavioral Sciences",3
"1996_2000","44","Biochemical Research Methods",4
"1996_2000","44","Biochemistry & Molecular Biology",50
"1996_2000","44","Biodiversity Conservation",39
"1996_2000","44","Biology",24
"1996_2000","44","Biophysics",5
"1996_2000","44","Biotechnology & Applied Microbiology",22
"1996_2000","44","Business",1
"1996_2000","44","Cell Biology",11
"1996_2000","44","Chemistry",7
"1996_2000","44","Computer Science",1
"1996_2000","44","Dentistry, Oral Surgery & Medicine",1
"1996_2000","44","Dermatology",1
"1996_2000","44","Developmental Biology",5
"1996_2000","44","Ecology",130
"1996_2000","44","Economics",1
"1996_2000","44","Endocrinology & Metabolism",2
"1996_2000","44","Energy & Fuels",3
"1996_2000","44","Engineering",14
"1996_2000","44","Entomology",11
"1996_2000","44","Environmental Studies",4
"1996_2000","44","Evolutionary Biology",24
"1996_2000","44","Fisheries",14
"1996_2000","44","Forestry",41
"1996_2000","44","Gastroenterology & Hepatology",2
"1996_2000","44","General & Internal Medicine",1
"1996_2000","44","Genetics & Heredity",16
"1996_2000","44","Geochemistry & Geophysics",1
"1996_2000","44","Geography",14
"1996_2000","44","Geology",27
"1996_2000","44","Geosciences, Multidisciplinary",22
"1996_2000","44","Hematology",1
"1996_2000","44","Imaging Science & Photographic Technology",1
"1996_2000","44","Immunology",21
"1996_2000","44","Infectious Diseases",5
"1996_2000","44","Life Sciences & Biomedicine - Other Topics",24
"1996_2000","44","Limnology",7
"1996_2000","44","Marine & Freshwater Biology",56
"1996_2000","44","Mathematical & Computational Biology",2
"1996_2000","44","Mathematics",2
"1996_2000","44","Mechanics",1
"1996_2000","44","Medical Subscience",1
"1996_2000","44","Medicine, General & Internal",1
"1996_2000","44","Meteorology & Atmospheric Sciences",6
"1996_2000","44","Microbiology",43
"1996_2000","44","Microscopy",2
"1996_2000","44","Mineralogy",1
"1996_2000","44","Mining & Mineral Processing",1
"1996_2000","44","Multidisciplinary Sciences",15
"1996_2000","44","Mycology",3
"1996_2000","44","Neurosciences",8
"1996_2000","44","Nuclear Science & Technology",1
"1996_2000","44","Nutrition & Dietetics",1
"1996_2000","44","Oceanography",25
"1996_2000","44","Oncology",1
"1996_2000","44","Optics",1
"1996_2000","44","Paleontology",32
"1996_2000","44","Parasitology",10
"1996_2000","44","Pathology",2
"1996_2000","44","Pharmacology & Pharmacy",6
