"TimeWindow","ResArea_Orig","group","Value"
"1996_2000","Astronomy & Astrophysics","S_PIE",6
"1996_2000","Automation & Control Systems","S_PIE",15.6
"1996_2000","Behavioral Sciences","S_PIE",7.84042553191489
"1996_2000","Biochemical Research Methods","S_PIE",17.6107594936709
"1996_2000","Biochemistry & Molecular Biology","S_PIE",13.1178871098711
"1996_2000","Biodiversity Conservation","S_PIE",12.280923630615
"1996_2000","Biology","S_PIE",15.4046214831287
"1996_2000","Biomedical Social Sciences","S_PIE",2
"1996_2000","Biophysics","S_PIE",15.4
"1996_2000","Biotechnology & Applied Microbiology","S_PIE",17.3798594175871
"1996_2000","Business","S_PIE",7.16292134831461
"1996_2000","Cardiology","S_PIE",36.0000000000001
"1996_2000","Cell Biology","S_PIE",10.8899480069324
"1996_2000","Cell & Tissue Engineering","S_PIE",1
"1996_2000","Chemistry","S_PIE",17.7383627608347
"1996_2000","Clinical Neurology","S_PIE",5
"1996_2000","Communication","S_PIE",1
"1996_2000","Computer Science","S_PIE",14.3818181818182
"1996_2000","Crystallography","S_PIE",3
"1996_2000","Demography","S_PIE",3
"1996_2000","Dentistry, Oral Surgery & Medicine","S_PIE",7.5
"1996_2000","Dermatology","S_PIE",15
"1996_2000","Developmental Biology","S_PIE",10.3882978723404
"1996_2000","Ecology","S_PIE",14.7185028076497
"1996_2000","Economics","S_PIE",6.32163742690059
"1996_2000","Education","S_PIE",4
"1996_2000","Electrochemistry","S_PIE",2
"1996_2000","Endocrinology & Metabolism","S_PIE",24.4285714285715
"1996_2000","Energy & Fuels","S_PIE",19.4615384615384
"1996_2000","Engineering","S_PIE",16.1118240146655
"1996_2000","Entomology","S_PIE",12.2779244633223
"1996_2000","Environmental Studies","S_PIE",11.5201631173539
"1996_2000","Ergonomics","S_PIE",1
"1996_2000","Ethics","S_PIE",5.25
"1996_2000","Evolutionary Biology","S_PIE",12.9256080881761
"1996_2000","Fisheries","S_PIE",14.8869153345174
"1996_2000","Food Science & Technology","S_PIE",16.890625
"1996_2000","Forestry","S_PIE",14.9776625146708
"1996_2000","Gastroenterology & Hepatology","S_PIE",9.11999999999999
"1996_2000","General & Internal Medicine","S_PIE",18.2
"1996_2000","Genetics & Heredity","S_PIE",12.9523364282763
"1996_2000","Geochemistry & Geophysics","S_PIE",4
"1996_2000","Geography","S_PIE",15.9162628709873
"1996_2000","Geology","S_PIE",14.3759383642829
"1996_2000","Geosciences, Multidisciplinary","S_PIE",14.7363403006967
"1996_2000","Geriatrics & Gerontology","S_PIE",1
"1996_2000","Government & Law","S_PIE",4
"1996_2000","Health Care Sciences & Services","S_PIE",2
"1996_2000","Health Policy & Services","S_PIE",1
"1996_2000","Hematology","S_PIE",27.2
"1996_2000","History","S_PIE",5.91304347826087
"1996_2000","Horticulture","S_PIE",16.9888888888889
"1996_2000","Hospitality, Leisure, Sport & Tourism","S_PIE",3
"1996_2000","Imaging Science & Photographic Technology","S_PIE",27.2
"1996_2000","Immunology","S_PIE",12.0305560193689
"1996_2000","Infectious Diseases","S_PIE",13.2357673267327
"1996_2000","Information Science & Library Science","S_PIE",3
"1996_2000","Instruments & Instrumentation","S_PIE",6
"1996_2000","Integrative & Complementary Medicine","S_PIE",17.5
"1996_2000","International Relations","S_PIE",5
"1996_2000","Language & Linguistics","S_PIE",1
"1996_2000","Law","S_PIE",3
"1996_2000","Legal Medicine","S_PIE",3
"1996_2000","Life Sciences & Biomedicine - Other Topics","S_PIE",15.4046214831287
"1996_2000","Limnology","S_PIE",14.2779960707269
"1996_2000","Linguistics","S_PIE",1
"1996_2000","Management","S_PIE",6
"1996_2000","Marine & Freshwater Biology","S_PIE",14.5552682485832
"1996_2000","Materials Science","S_PIE",9
"1996_2000","Mathematical & Computational Biology","S_PIE",10.33125
"1996_2000","Mathematical Methods In Social Sciences","S_PIE",1
"1996_2000","Mathematics","S_PIE",15.7659574468085
"1996_2000","Mechanics","S_PIE",3
"1996_2000","Medical Subscience","S_PIE",17.1428571428571
"1996_2000","Medicine, General & Internal","S_PIE",18.2
"1996_2000","Medicine, Legal","S_PIE",3
"1996_2000","Medicine, Research & Experimental","S_PIE",9.70588235294119
"1996_2000","Metallurgy & Metallurgical Engineering","S_PIE",2
"1996_2000","Meteorology & Atmospheric Sciences","S_PIE",13.5
"1996_2000","Microbiology","S_PIE",16.1970572843773
"1996_2000","Microscopy","S_PIE",25.9999999999999
"1996_2000","Mineralogy","S_PIE",2
"1996_2000","Mining & Mineral Processing","S_PIE",15
"1996_2000","Multidisciplinary Sciences","S_PIE",15.4188853390131
"1996_2000","Mycology","S_PIE",14.8725274725275
"1996_2000","Nanoscience & Nanotechnology","S_PIE",3
"1996_2000","Neurosciences","S_PIE",10.3029850746269
"1996_2000","Nuclear Science & Technology","S_PIE",4
"1996_2000","Nutrition & Dietetics","S_PIE",14
"1996_2000","Obstetrics & Gynecology","S_PIE",2
"1996_2000","Oceanography","S_PIE",13.3209780060288
"1996_2000","Oncology","S_PIE",8.06268656716418
"1996_2000","Operations Research & Management Science","S_PIE",5
"1996_2000","Ophthalmology","S_PIE",1
"1996_2000","Optics","S_PIE",3
"1996_2000","Ornithology","S_PIE",9.04593301435407
"1996_2000","Paleontology","S_PIE",14.9067412736478
"1996_2000","Parasitology","S_PIE",15.9867330016584
"1996_2000","Pathology","S_PIE",9.73724007561437
"1996_2000","Pediatrics","S_PIE",3
"1996_2000","Peripheral Vascular Disease","S_PIE",4
"1996_2000","Pharmacology & Pharmacy","S_PIE",18.0232558139535
"1996_2000","Philosophy","S_PIE",2
"1996_2000","Physical Geography","S_PIE",15.8129136111608
"1996_2000","Physics","S_PIE",27.5000000000001
"1996_2000","Physiology","S_PIE",12.3809523809524
"1996_2000","Planning & Development","S_PIE",4.28571428571429
"1996_2000","Plant Sciences","S_PIE",17.6939122826673
"1996_2000","Political Science","S_PIE",1
"1996_2000","Polymer Science","S_PIE",1
"1996_2000","Psychiatry","S_PIE",1
"1996_2000","Psychology","S_PIE",9.74999999999999
"1996_2000","Public Administration","S_PIE",4.05263157894737
"1996_2000","Public, Environmental & Occupational Health","S_PIE",14.5
"1996_2000","Radiology, Nuclear Medicine & Medical Imaging","S_PIE",3
"1996_2000","Religion","S_PIE",1
"1996_2000","Remote Sensing","S_PIE",31.2307692307693
"1996_2000","Reproductive Biology","S_PIE",12.1935483870968
"1996_2000","Research & Experimental Medicine","S_PIE",9.70588235294119
"1996_2000","Respiratory System","S_PIE",6
"1996_2000","Robotics","S_PIE",2
"1996_2000","Science & Technology - Other Topics","S_PIE",15.5472877358491
"1996_2000","Social Sciences","S_PIE",6.00000000000001
"1996_2000","Sociology","S_PIE",4.61842105263158
"1996_2000","Soil Science","S_PIE",20.6918238993711
"1996_2000","Spectroscopy","S_PIE",4
"1996_2000","Statistics & Probability","S_PIE",14.7727272727273
"1996_2000","Substance Abuse","S_PIE",1
"1996_2000","Surgery","S_PIE",6
"1996_2000","Telecommunications","S_PIE",1
"1996_2000","Thermodynamics","S_PIE",3
"1996_2000","Toxicology","S_PIE",21.0096153846154
"1996_2000","Transplantation","S_PIE",2
"1996_2000","Transportation","S_PIE",1
"1996_2000","Tropical Medicine","S_PIE",18.6986301369863
"1996_2000","Urban Studies","S_PIE",16.9642857142857
"1996_2000","Urology & Nephrology","S_PIE",5
"1996_2000","Veterinary Sciences","S_PIE",23.3333333333334
"1996_2000","Virology","S_PIE",12.9315936626282
"1996_2000","Water Resources","S_PIE",17.3157894736842
"1996_2000","Zoology","S_PIE",11.6811993459406
"2001_2005","Agriculture","S_PIE",11.1081508101242
"2001_2005","Agronomy","S_PIE",11.2531060683848
"2001_2005","Allergy","S_PIE",12
"2001_2005","Anatomy & Morphology","S_PIE",8.27956989247311
"2001_2005","Anthropology","S_PIE",11.1026200873362
"2001_2005","Archaeology","S_PIE",10.6153846153846
"2001_2005","Architecture","S_PIE",1
"2001_2005","Area Studies","S_PIE",2
"2001_2005","Asian Studies","S_PIE",2
"2001_2005","Astronomy & Astrophysics","S_PIE",7.03703703703703
"2001_2005","Automation & Control Systems","S_PIE",9.21348314606742
"2001_2005","Behavioral Sciences","S_PIE",11.0593824228028
"2001_2005","Biochemical Research Methods","S_PIE",8.62162162162164
"2001_2005","Biochemistry & Molecular Biology","S_PIE",10.5806508018907
"2001_2005","Biodiversity Conservation","S_PIE",9.9267770905702
"2001_2005","Biology","S_PIE",11.1029625352162
"2001_2005","Biomedical Social Sciences","S_PIE",22
"2001_2005","Biophysics","S_PIE",5.79702813784382
"2001_2005","Biotechnology & Applied Microbiology","S_PIE",9.4910359120162
"2001_2005","Business","S_PIE",5.54347826086956
"2001_2005","Cardiology","S_PIE",12
"2001_2005","Cell Biology","S_PIE",8.45727299732647
"2001_2005","Cell & Tissue Engineering","S_PIE",5
"2001_2005","Chemistry","S_PIE",6.06593056587748
"2001_2005","Clinical Neurology","S_PIE",15
"2001_2005","Communication","S_PIE",1
"2001_2005","Computer Science","S_PIE",10.2508650519031
"2001_2005","Construction & Building Technology","S_PIE",4
"2001_2005","Crystallography","S_PIE",6.18181818181818
"2001_2005","Cultural Studies","S_PIE",1
"2001_2005","Demography","S_PIE",9.99999999999999
"2001_2005","Dentistry, Oral Surgery & Medicine","S_PIE",9.54545454545455
"2001_2005","Dermatology","S_PIE",5.14285714285714
"2001_2005","Developmental Biology","S_PIE",8.44526218951241
"2001_2005","Ecology","S_PIE",11.9383059780273
"2001_2005","Economics","S_PIE",5.46966731898239
"2001_2005","Education","S_PIE",21
"2001_2005","Electrochemistry","S_PIE",1
"2001_2005","Endocrinology & Metabolism","S_PIE",9
"2001_2005","Energy & Fuels","S_PIE",7.1590909090909
"2001_2005","Engineering","S_PIE",10.4581192189106
"2001_2005","Entomology","S_PIE",11.1399825021872
"2001_2005","Environmental Studies","S_PIE",6.08450704225352
"2001_2005","Ethics","S_PIE",3.75
"2001_2005","Ethnic Studies","S_PIE",1
"2001_2005","Evolutionary Biology","S_PIE",13.5427388530856
"2001_2005","Family Studies","S_PIE",1
"2001_2005","Fisheries","S_PIE",10.9088593155894
"2001_2005","Folklore","S_PIE",1
"2001_2005","Food Science & Technology","S_PIE",10.5583333333333
"2001_2005","Forestry","S_PIE",10.869221533726
"2001_2005","Gastroenterology & Hepatology","S_PIE",10.65
"2001_2005","General & Internal Medicine","S_PIE",10.5
"2001_2005","Genetics & Heredity","S_PIE",13.5248015979094
"2001_2005","Geochemistry & Geophysics","S_PIE",17.1428571428571
"2001_2005","Geography","S_PIE",11.5577159179174
"2001_2005","Geology","S_PIE",10.5252044609665
"2001_2005","Geosciences, Multidisciplinary","S_PIE",10.4009632751355
"2001_2005","Geriatrics & Gerontology","S_PIE",9.33333333333333
"2001_2005","Government & Law","S_PIE",3.77611940298507
"2001_2005","Health Care Sciences & Services","S_PIE",1
"2001_2005","Hematology","S_PIE",6.2
"2001_2005","History","S_PIE",5.4076923076923
"2001_2005","Horticulture","S_PIE",11.5690374921235
"2001_2005","Hospitality, Leisure, Sport & Tourism","S_PIE",1
"2001_2005","Humanities, Multidisciplinary","S_PIE",1
"2001_2005","Imaging Science & Photographic Technology","S_PIE",10.3779069767442
"2001_2005","Immunology","S_PIE",8.76221692491059
"2001_2005","Infectious Diseases","S_PIE",8.01632341723875
"2001_2005","Information Science & Library Science","S_PIE",7
"2001_2005","Instruments & Instrumentation","S_PIE",9.24000000000001
"2001_2005","Integrative & Complementary Medicine","S_PIE",4.05263157894737
"2001_2005","International Relations","S_PIE",7.2
"2001_2005","Language & Linguistics","S_PIE",1
"2001_2005","Law","S_PIE",5.66666666666667
"2001_2005","Legal Medicine","S_PIE",5.88405797101449
"2001_2005","Life Sciences & Biomedicine - Other Topics","S_PIE",11.1029625352162
"2001_2005","Limnology","S_PIE",13.9792817679558
"2001_2005","Linguistics","S_PIE",2
"2001_2005","Literature","S_PIE",1
"2001_2005","Management","S_PIE",7.5
"2001_2005","Marine & Freshwater Biology","S_PIE",12.6150818485091
"2001_2005","Materials Science","S_PIE",7.29661016949153
"2001_2005","Mathematical & Computational Biology","S_PIE",8.37704918032787
"2001_2005","Mathematical Methods In Social Sciences","S_PIE",14
"2001_2005","Mathematics","S_PIE",9.6837088388215
"2001_2005","Mechanics","S_PIE",3
"2001_2005","Medical Subscience","S_PIE",7.79999999999999
"2001_2005","Medicine, General & Internal","S_PIE",10.5
"2001_2005","Medicine, Legal","S_PIE",5.88405797101449
"2001_2005","Medicine, Research & Experimental","S_PIE",7.75968992248061
"2001_2005","Metallurgy & Metallurgical Engineering","S_PIE",1
"2001_2005","Meteorology & Atmospheric Sciences","S_PIE",9.92968749999999
"2001_2005","Microbiology","S_PIE",8.7900083865733
"2001_2005","Microscopy","S_PIE",21
"2001_2005","Mineralogy","S_PIE",2
"2001_2005","Mining & Mineral Processing","S_PIE",6
"2001_2005","Multidisciplinary Sciences","S_PIE",9.98628948998554
"2001_2005","Mycology","S_PIE",8.09425076852638
"2001_2005","Nanoscience & Nanotechnology","S_PIE",4.4
"2001_2005","Neurosciences","S_PIE",10.8978444236176
"2001_2005","Nuclear Science & Technology","S_PIE",3
"2001_2005","Nutrition & Dietetics","S_PIE",8.4
"2001_2005","Obstetrics & Gynecology","S_PIE",7.5
"2001_2005","Oceanography","S_PIE",13.692302587923
"2001_2005","Oncology","S_PIE",8.33766233766233
"2001_2005","Operations Research & Management Science","S_PIE",12.8076923076923
"2001_2005","Ophthalmology","S_PIE",2
"2001_2005","Optics","S_PIE",5
"2001_2005","Ornithology","S_PIE",11.0649526387009
"2001_2005","Paleontology","S_PIE",11.1401286966046
"2001_2005","Parasitology","S_PIE",8.65629491840704
"2001_2005","Pathology","S_PIE",8.10043668122271
"2001_2005","Pediatrics","S_PIE",11
"2001_2005","Peripheral Vascular Disease","S_PIE",9.99999999999999
"2001_2005","Pharmacology & Pharmacy","S_PIE",7.2077333764763
"2001_2005","Physical Geography","S_PIE",12.1823042315968
"2001_2005","Physics","S_PIE",16.9166666666667
"2001_2005","Physiology","S_PIE",7.45454545454545
"2001_2005","Planning & Development","S_PIE",5.21830985915493
"2001_2005","Plant Sciences","S_PIE",11.6812797513981
"2001_2005","Political Science","S_PIE",1
"2001_2005","Polymer Science","S_PIE",3
"2001_2005","Psychiatry","S_PIE",5.5
"2001_2005","Psychology","S_PIE",19.4285714285715
"2001_2005","Public Administration","S_PIE",5.34319526627219
"2001_2005","Public, Environmental & Occupational Health","S_PIE",10.356880733945
"2001_2005","Radiology, Nuclear Medicine & Medical Imaging","S_PIE",5
"2001_2005","Remote Sensing","S_PIE",10.9811320754717
"2001_2005","Reproductive Biology","S_PIE",6.16393442622951
"2001_2005","Research & Experimental Medicine","S_PIE",7.75968992248061
"2001_2005","Respiratory System","S_PIE",8.25
"2001_2005","Robotics","S_PIE",9.54545454545454
"2001_2005","Science & Technology - Other Topics","S_PIE",9.95919926036097
"2001_2005","Social Sciences","S_PIE",5.91973244147157
"2001_2005","Sociology","S_PIE",5.71748878923767
"2001_2005","Soil Science","S_PIE",10.9098268495615
"2001_2005","Spectroscopy","S_PIE",4.09090909090909
"2001_2005","Sport Sciences","S_PIE",6
"2001_2005","Statistics & Probability","S_PIE",9.37465564738292
"2001_2005","Substance Abuse","S_PIE",3
"2001_2005","Surgery","S_PIE",27.5000000000001
"2001_2005","Telecommunications","S_PIE",9.74999999999999
"2001_2005","Thermodynamics","S_PIE",3
"2001_2005","Toxicology","S_PIE",8.83760683760683
"2001_2005","Transplantation","S_PIE",9.5
"2001_2005","Transportation","S_PIE",2
"2001_2005","Tropical Medicine","S_PIE",6.78318584070797
"2001_2005","Urban Studies","S_PIE",6.74184397163121
"2001_2005","Urology & Nephrology","S_PIE",2
"2001_2005","Veterinary Sciences","S_PIE",8.75357142857142
"2001_2005","Virology","S_PIE",7.72930188845488
"2001_2005","Water Resources","S_PIE",10.7038296613929
"2001_2005","Zoology","S_PIE",10.7853223970264
"2006_2012","Acoustics","S_PIE",1
"2006_2012","Agriculture","S_PIE",11.8773678234947
"2006_2012","Agronomy","S_PIE",12.9398039939312
"2006_2012","Allergy","S_PIE",22.6666666666667
"2006_2012","Anatomy & Morphology","S_PIE",9.455
"2006_2012","Anthropology","S_PIE",8.7651769568587
"2006_2012","Archaeology","S_PIE",10.741935483871
"2006_2012","Architecture","S_PIE",6
"2006_2012","Area Studies","S_PIE",2
"2006_2012","Astronomy & Astrophysics","S_PIE",3.14285714285714
"2006_2012","Automation & Control Systems","S_PIE",8.95348837209302
"2006_2012","Behavioral Sciences","S_PIE",9.61060948081264
"2006_2012","Biochemical Research Methods","S_PIE",8.17836438923396
"2006_2012","Biochemistry & Molecular Biology","S_PIE",12.2810648531567
"2006_2012","Biodiversity Conservation","S_PIE",9.58103825646256
"2006_2012","Biology","S_PIE",10.1729871342602
"2006_2012","Biomedical Social Sciences","S_PIE",5.14285714285714
"2006_2012","Biophysics","S_PIE",9.46905537459282
"2006_2012","Biotechnology & Applied Microbiology","S_PIE",8.97474605613134
"2006_2012","Business","S_PIE",4.08877590926868
"2006_2012","Cardiology","S_PIE",3.75
"2006_2012","Cell Biology","S_PIE",9.05042760247714
"2006_2012","Cell & Tissue Engineering","S_PIE",3
"2006_2012","Chemistry","S_PIE",6.79479547580577
"2006_2012","Clinical Neurology","S_PIE",2
"2006_2012","Communication","S_PIE",6
"2006_2012","Computer Science","S_PIE",11.4064859187291
"2006_2012","Construction & Building Technology","S_PIE",5
"2006_2012","Crystallography","S_PIE",9.62500000000001
"2006_2012","Cultural Studies","S_PIE",2
"2006_2012","Demography","S_PIE",1.33333333333333
"2006_2012","Dentistry, Oral Surgery & Medicine","S_PIE",8.07692307692307
"2006_2012","Dermatology","S_PIE",3.33333333333333
"2006_2012","Developmental Biology","S_PIE",9.61055853098699
"2006_2012","Ecology","S_PIE",9.66600747901785
"2006_2012","Economics","S_PIE",3.70375052675938
"2006_2012","Education","S_PIE",5.5
"2006_2012","Electrochemistry","S_PIE",5.99999999999999
"2006_2012","Endocrinology & Metabolism","S_PIE",5.8
"2006_2012","Energy & Fuels","S_PIE",5.65960665658094
"2006_2012","Engineering","S_PIE",9.93356263577119
"2006_2012","Entomology","S_PIE",10.0415799523697
"2006_2012","Environmental Studies","S_PIE",4.52542372881356
"2006_2012","Ergonomics","S_PIE",1
"2006_2012","Ethics","S_PIE",3.9
"2006_2012","Ethnic Studies","S_PIE",1
"2006_2012","Evolutionary Biology","S_PIE",13.2671277915116
"2006_2012","Fisheries","S_PIE",10.8820604459638
"2006_2012","Folklore","S_PIE",1
"2006_2012","Food Science & Technology","S_PIE",7.92893315327481
"2006_2012","Forestry","S_PIE",8.49365258739616
"2006_2012","Gastroenterology & Hepatology","S_PIE",10.2597402597403
"2006_2012","General & Internal Medicine","S_PIE",9.99999999999999
"2006_2012","Genetics & Heredity","S_PIE",14.406236946561
"2006_2012","Geochemistry & Geophysics","S_PIE",9.33333333333333
"2006_2012","Geography","S_PIE",9.11100782399876
"2006_2012","Geology","S_PIE",9.28844666910838
"2006_2012","Geosciences, Multidisciplinary","S_PIE",9.182341953645
"2006_2012","Geriatrics & Gerontology","S_PIE",1
"2006_2012","Government & Law","S_PIE",4.57692307692307
"2006_2012","Health Care Sciences & Services","S_PIE",21
"2006_2012","Health Policy & Services","S_PIE",15
"2006_2012","Hematology","S_PIE",8.05263157894737
"2006_2012","History","S_PIE",5.34677419354839
"2006_2012","Horticulture","S_PIE",12.1629552549428
"2006_2012","Hospitality, Leisure, Sport & Tourism","S_PIE",6
"2006_2012","Humanities, Multidisciplinary","S_PIE",3.33333333333333
"2006_2012","Imaging Science & Photographic Technology","S_PIE",10.7536534446764
"2006_2012","Immunology","S_PIE",8.35341307929232
"2006_2012","Infectious Diseases","S_PIE",8.22485885299487
"2006_2012","Information Science & Library Science","S_PIE",27.9999999999999
"2006_2012","Instruments & Instrumentation","S_PIE",9.54545454545455
"2006_2012","Integrative & Complementary Medicine","S_PIE",5.77669902912621
"2006_2012","International Relations","S_PIE",4.3125
"2006_2012","Law","S_PIE",4.80821917808219
"2006_2012","Legal Medicine","S_PIE",4.13513513513514
"2006_2012","Life Sciences & Biomedicine - Other Topics","S_PIE",10.1729871342602
"2006_2012","Limnology","S_PIE",7.5288931252234
"2006_2012","Literature","S_PIE",1
"2006_2012","Management","S_PIE",5.7
"2006_2012","Marine & Freshwater Biology","S_PIE",9.39799842686306
"2006_2012","Materials Science","S_PIE",11.5135135135135
"2006_2012","Mathematical & Computational Biology","S_PIE",8.6183585313175
"2006_2012","Mathematical Methods In Social Sciences","S_PIE",3
"2006_2012","Mathematics","S_PIE",9.78787878787878
"2006_2012","Mechanics","S_PIE",7
"2006_2012","Medical Subscience","S_PIE",9.04761904761904
"2006_2012","Medicine, General & Internal","S_PIE",9.99999999999999
"2006_2012","Medicine, Legal","S_PIE",4.13513513513514
"2006_2012","Medicine, Research & Experimental","S_PIE",6.94512195121951
"2006_2012","Meteorology & Atmospheric Sciences","S_PIE",9.04968944099379
"2006_2012","Microbiology","S_PIE",8.44582946558812
"2006_2012","Microscopy","S_PIE",18.2
"2006_2012","Mineralogy","S_PIE",3
"2006_2012","Mining & Mineral Processing","S_PIE",2
"2006_2012","Multidisciplinary Sciences","S_PIE",9.16657280711099
"2006_2012","Mycology","S_PIE",7.19140482041094
"2006_2012","Nanoscience & Nanotechnology","S_PIE",9.42857142857143
"2006_2012","Neurosciences","S_PIE",11.2610114192496
"2006_2012","Nuclear Science & Technology","S_PIE",1
"2006_2012","Nutrition & Dietetics","S_PIE",6.9
"2006_2012","Obstetrics & Gynecology","S_PIE",11.25
"2006_2012","Oceanography","S_PIE",8.46987637995632
"2006_2012","Oncology","S_PIE",8.57142857142857
"2006_2012","Operations Research & Management Science","S_PIE",13.0185185185185
"2006_2012","Optics","S_PIE",8.57142857142857
"2006_2012","Ornithology","S_PIE",10.3698024948025
"2006_2012","Orthopedics","S_PIE",2
"2006_2012","Paleontology","S_PIE",7.63851988048725
"2006_2012","Parasitology","S_PIE",10.4007961639374
"2006_2012","Pathology","S_PIE",8.17948717948718
"2006_2012","Pediatrics","S_PIE",6
"2006_2012","Peripheral Vascular Disease","S_PIE",6
"2006_2012","Pharmacology & Pharmacy","S_PIE",6.31268011527377
"2006_2012","Philosophy","S_PIE",2
"2006_2012","Physical Geography","S_PIE",9.62389791662365
"2006_2012","Physics","S_PIE",13.875
"2006_2012","Physiology","S_PIE",10.1434977578475
"2006_2012","Planning & Development","S_PIE",4.66981132075472
"2006_2012","Plant Sciences","S_PIE",11.5945941051188
"2006_2012","Political Science","S_PIE",7.5
"2006_2012","Polymer Science","S_PIE",3.6
"2006_2012","Psychiatry","S_PIE",27.9999999999999
"2006_2012","Psychology","S_PIE",9.35849056603773
"2006_2012","Public Administration","S_PIE",4.47544204322201
"2006_2012","Public, Environmental & Occupational Health","S_PIE",9.36
"2006_2012","Radiology, Nuclear Medicine & Medical Imaging","S_PIE",6
"2006_2012","Remote Sensing","S_PIE",9.82640332640333
"2006_2012","Reproductive Biology","S_PIE",12.3720930232558
"2006_2012","Research & Experimental Medicine","S_PIE",6.94512195121951
"2006_2012","Respiratory System","S_PIE",7.85714285714286
"2006_2012","Robotics","S_PIE",7.31707317073171
"2006_2012","Science & Technology - Other Topics","S_PIE",9.20558660827475
"2006_2012","Social Sciences","S_PIE",4.67557251908397
"2006_2012","Sociology","S_PIE",5.47058823529412
"2006_2012","Soil Science","S_PIE",7.71875
"2006_2012","Spectroscopy","S_PIE",6
"2006_2012","Sport Sciences","S_PIE",7.5
"2006_2012","Statistics & Probability","S_PIE",8.53462603878116
"2006_2012","Substance Abuse","S_PIE",1
"2006_2012","Surgery","S_PIE",14
"2006_2012","Telecommunications","S_PIE",9.40298507462686
"2006_2012","Thermodynamics","S_PIE",5
"2006_2012","Toxicology","S_PIE",10.3426294820717
"2006_2012","Transplantation","S_PIE",15
"2006_2012","Transportation","S_PIE",3
"2006_2012","Tropical Medicine","S_PIE",7.8479381443299
"2006_2012","Urban Studies","S_PIE",5.67349926793558
"2006_2012","Veterinary Sciences","S_PIE",8.54730983302412
"2006_2012","Virology","S_PIE",7.46125694577505
"2006_2012","Water Resources","S_PIE",8.97718174539632
"2006_2012","Women's Studies","S_PIE",2
"2006_2012","Zoology","S_PIE",9.93510686738509
"1990_1995","Agriculture","S_n",15.8587179493252
"1990_1995","Agronomy","S_n",15.8222722551374
"1990_1995","Allergy","S_n",4.4964323865687
"1990_1995","Anatomy & Morphology","S_n",13.7307692307692
"1990_1995","Anthropology","S_n",15.7274716208352
"1990_1995","Archaeology","S_n",4.99973268563571
"1990_1995","Astronomy & Astrophysics","S_n",2.49999999999469
"1990_1995","Behavioral Sciences","S_n",13.3262411347518
"1990_1995","Biochemical Research Methods","S_n",16.3990747117682
"1990_1995","Biochemistry & Molecular Biology","S_n",15.1516783971463
"1990_1995","Biodiversity Conservation","S_n",14.3383978641674
"1990_1995","Biology","S_n",15.3723358663485
"1990_1995","Biomedical Social Sciences","S_n",2.49999999999469
"1990_1995","Biophysics","S_n",15.2909501814942
"1990_1995","Biotechnology & Applied Microbiology","S_n",15.5110056824561
"1990_1995","Business","S_n",11.1885908935325
"1990_1995","Cardiology","S_n",2.49999999999469
"1990_1995","Cell Biology","S_n",14.3189636108952
"1990_1995","Cell & Tissue Engineering","S_n",2.49999999999469
"1990_1995","Chemistry","S_n",16.0781727546906
"1990_1995","Clinical Neurology","S_n",2.49999999999469
"1990_1995","Computer Science","S_n",12.9052110086593
"1990_1995","Crystallography","S_n",2.49999999999469
"1990_1995","Demography","S_n",1
"1990_1995","Dentistry, Oral Surgery & Medicine","S_n",10.5766133944896
"1990_1995","Developmental Biology","S_n",14.7120121258052
"1990_1995","Ecology","S_n",13.9649261605654
"1990_1995","Economics","S_n",9.86064918571088
"1990_1995","Education","S_n",1
"1990_1995","Electrochemistry","S_n",1
"1990_1995","Endocrinology & Metabolism","S_n",11.3465048011658
"1990_1995","Energy & Fuels","S_n",13.3611880851708
"1990_1995","Engineering","S_n",15.2737259460163
"1990_1995","Entomology","S_n",14.9560955811221
"1990_1995","Environmental Studies","S_n",14.0219467563937
"1990_1995","Ethics","S_n",12.2413533611435
"1990_1995","Ethnic Studies","S_n",1
"1990_1995","Evolutionary Biology","S_n",14.7208456891432
"1990_1995","Fisheries","S_n",13.8940449412971
"1990_1995","Food Science & Technology","S_n",14.2851060250463
"1990_1995","Forestry","S_n",12.3161427823429
"1990_1995","Gastroenterology & Hepatology","S_n",9.1623108282812
"1990_1995","General & Internal Medicine","S_n",4.99973268563571
"1990_1995","Genetics & Heredity","S_n",14.5434404455576
"1990_1995","Geography","S_n",13.1972496734723
"1990_1995","Geology","S_n",12.8855324594115
"1990_1995","Geosciences, Multidisciplinary","S_n",12.5055334261223
"1990_1995","Geriatrics & Gerontology","S_n",1
"1990_1995","Government & Law","S_n",2.33333325386047
"1990_1995","Health Care Sciences & Services","S_n",2.49999999999469
"1990_1995","Health Policy & Services","S_n",1
"1990_1995","Hematology","S_n",15.4195967031811
"1990_1995","History","S_n",8.43346367287583
"1990_1995","Horticulture","S_n",15.1960150700992
"1990_1995","Hospitality, Leisure, Sport & Tourism","S_n",1
"1990_1995","Imaging Science & Photographic Technology","S_n",15.6035992000452
"1990_1995","Immunology","S_n",14.2260965399027
"1990_1995","Industrial Relations & Labor","S_n",1
"1990_1995","Infectious Diseases","S_n",15.1758734320802
"1990_1995","Information Science & Library Science","S_n",1
"1990_1995","Integrative & Complementary Medicine","S_n",4.99973268563571
"1990_1995","Law","S_n",2.33333325386047
"1990_1995","Life Sciences & Biomedicine - Other Topics","S_n",15.3723358663485
"1990_1995","Limnology","S_n",13.1646096300957
"1990_1995","Management","S_n",1
