"Observed","Estimator","Est_s.e.","95% Lower","95% Upper","ResArea_Orig","TimeWindow","Order"
9.347,10.378,1.266,9.347,12.859,"Imaging Science & Photographic Technology","2001_2005",2
8.696,8.762,0.321,8.696,9.391,"Immunology","2001_2005",2
7.917,8.016,0.426,7.917,8.852,"Infectious Diseases","2001_2005",2
4.9,7,4.073,4.9,14.982,"Information Science & Library Science","2001_2005",2
6.722,9.24,2.849,6.722,14.825,"Instruments & Instrumentation","2001_2005",2
3.559,4.053,0.88,3.559,5.777,"Integrative & Complementary Medicine","2001_2005",2
4.263,7.2,2.056,4.263,11.231,"International Relations","2001_2005",2
1,1,0,1,1,"Language & Linguistics","2001_2005",2
4.5,5.667,1.428,4.5,8.465,"Law","2001_2005",2
5.036,5.884,0.957,5.036,7.759,"Legal Medicine","2001_2005",2
11.004,11.103,0.49,11.004,12.064,"Life Sciences & Biomedicine - Other Topics","2001_2005",2
13.478,13.979,0.951,13.478,15.843,"Limnology","2001_2005",2
2,2,0.471,2,2.924,"Linguistics","2001_2005",2
1,1,0,1,1,"Literature","2001_2005",2
3.6,7.5,2.593,3.6,12.582,"Management","2001_2005",2
12.568,12.615,0.295,12.568,13.194,"Marine & Freshwater Biology","2001_2005",2
6.345,7.297,1.966,6.345,11.149,"Materials Science","2001_2005",2
7.977,8.377,0.962,7.977,10.263,"Mathematical & Computational Biology","2001_2005",2
5.333,14,6.086,5.333,25.928,"Mathematical Methods In Social Sciences","2001_2005",2
9.154,9.684,0.916,9.154,11.478,"Mathematics","2001_2005",2
3,3,0.544,3,4.066,"Mechanics","2001_2005",2
5.121,7.8,1.864,5.121,11.454,"Medical Subscience","2001_2005",2
4.455,10.5,4.281,4.455,18.892,"Medicine, General & Internal","2001_2005",2
5.036,5.884,0.961,5.036,7.767,"Medicine, Legal","2001_2005",2
7.141,7.76,1.478,7.141,10.657,"Medicine, Research & Experimental","2001_2005",2
1,1,0,1,1,"Metallurgy & Metallurgical Engineering","2001_2005",2
9.263,9.93,0.912,9.263,11.717,"Meteorology & Atmospheric Sciences","2001_2005",2
8.771,8.79,0.212,8.771,9.206,"Microbiology","2001_2005",2
5.444,21,6.562,8.139,33.861,"Microscopy","2001_2005",2
2,2,0.488,2,2.956,"Mineralogy","2001_2005",2
4.235,6,3.871,4.235,13.588,"Mining & Mineral Processing","2001_2005",2
9.896,9.986,0.445,9.896,10.859,"Multidisciplinary Sciences","2001_2005",2
7.981,8.094,0.561,7.981,9.194,"Mycology","2001_2005",2
3.429,4.4,3.366,3.429,10.997,"Nanoscience & Nanotechnology","2001_2005",2
10.236,10.898,1.303,10.236,13.451,"Neurosciences","2001_2005",2
3,3,0.574,3,4.125,"Nuclear Science & Technology","2001_2005",2
6.211,8.4,2.744,6.211,13.778,"Nutrition & Dietetics","2001_2005",2
3.6,7.5,3.083,3.6,13.544,"Obstetrics & Gynecology","2001_2005",2
13.504,13.692,0.601,13.504,14.87,"Oceanography","2001_2005",2
7.807,8.338,1.049,7.807,10.393,"Oncology","2001_2005",2
9.709,12.808,2.412,9.709,17.535,"Operations Research & Management Science","2001_2005",2
2,2,0.475,2,2.931,"Ophthalmology","2001_2005",2
5,5,2.729,5,10.348,"Optics","2001_2005",2
10.585,11.065,0.879,10.585,12.789,"Ornithology","2001_2005",2
10.946,11.14,0.523,10.946,12.165,"Paleontology","2001_2005",2
8.512,8.656,0.607,8.512,9.847,"Parasitology","2001_2005",2
7.592,8.1,1.044,7.592,10.147,"Pathology","2001_2005",2
5.762,11,4.267,5.762,19.363,"Pediatrics","2001_2005",2
3.571,10,3.119,3.887,16.113,"Peripheral Vascular Disease","2001_2005",2
7.061,7.208,0.66,7.061,8.501,"Pharmacology & Pharmacy","2001_2005",2
12.027,12.182,0.501,12.027,13.163,"Physical Geography","2001_2005",2
10.922,16.917,5.812,10.922,28.308,"Physics","2001_2005",2
7.174,7.455,0.978,7.174,9.371,"Physiology","2001_2005",2
4.709,5.218,1.438,4.709,8.036,"Planning & Development","2001_2005",2
11.654,11.681,0.261,11.654,12.194,"Plant Sciences","2001_2005",2
1,1,0,1,1,"Political Science","2001_2005",2
1.8,3,0.862,1.8,4.69,"Polymer Science","2001_2005",2
3.903,5.5,1.638,3.903,8.711,"Psychiatry","2001_2005",2
9.323,19.429,3.63,12.315,26.542,"Psychology","2001_2005",2
4.853,5.343,1.209,4.853,7.712,"Public Administration","2001_2005",2
9.921,10.357,1.117,9.921,12.545,"Public, Environmental & Occupational Health","2001_2005",2
5,5,2.796,5,10.479,"Radiology, Nuclear Medicine & Medical Imaging","2001_2005",2
9.957,10.981,1.208,9.957,13.349,"Remote Sensing","2001_2005",2
5.565,6.164,1.118,5.565,8.355,"Reproductive Biology","2001_2005",2
7.141,7.76,1.306,7.141,10.32,"Research & Experimental Medicine","2001_2005",2
5.143,8.25,3.635,5.143,15.374,"Respiratory System","2001_2005",2
6.081,9.545,1.828,6.081,13.129,"Robotics","2001_2005",2
9.87,9.959,0.439,9.87,10.82,"Science & Technology - Other Topics","2001_2005",2
5.471,5.92,1.365,5.471,8.594,"Social Sciences","2001_2005",2
5.233,5.717,1.117,5.233,7.907,"Sociology","2001_2005",2
10.574,10.91,0.835,10.574,12.546,"Soil Science","2001_2005",2
3.125,4.091,2.364,3.125,8.725,"Spectroscopy","2001_2005",2
6,6,4.476,6,14.772,"Sport Sciences","2001_2005",2
8.515,9.375,1.029,8.515,11.392,"Statistics & Probability","2001_2005",2
3,3,0.528,3,4.035,"Substance Abuse","2001_2005",2
8.067,27.5,12.814,8.067,52.614,"Surgery","2001_2005",2
5.828,9.75,2.577,5.828,14.801,"Telecommunications","2001_2005",2
3,3,0.544,3,4.066,"Thermodynamics","2001_2005",2
8.484,8.838,0.853,8.484,10.51,"Toxicology","2001_2005",2
6.564,9.5,3.388,6.564,16.14,"Transplantation","2001_2005",2
2,2,0.471,2,2.924,"Transportation","2001_2005",2
6.526,6.783,0.963,6.526,8.67,"Tropical Medicine","2001_2005",2
6.369,6.742,0.949,6.369,8.602,"Urban Studies","2001_2005",2
2,2,0.431,2,2.845,"Urology & Nephrology","2001_2005",2
8.376,8.754,0.964,8.376,10.643,"Veterinary Sciences","2001_2005",2
7.658,7.729,0.385,7.658,8.485,"Virology","2001_2005",2
10.438,10.704,0.852,10.438,12.374,"Water Resources","2001_2005",2
10.726,10.785,0.333,10.726,11.439,"Zoology","2001_2005",2
1,1,0.312,1,2.549,"Acoustics","2006_2012",0
37,37.5,1.03,37.04,43.236,"Agriculture","2006_2012",0
35,35.666,1.304,35.057,42.799,"Agronomy","2006_2012",0
13,64.765,32.802,29.576,174.656,"Allergy","2006_2012",0
16,21.903,6.384,17.052,49.126,"Anatomy & Morphology","2006_2012",0
22,24.241,3.384,22.265,40.974,"Anthropology","2006_2012",0
12,15.892,5.159,12.541,40.013,"Archaeology","2006_2012",0
3,4.5,2.872,3.132,20.083,"Architecture","2006_2012",0
2,2,0.461,2,3.671,"Area Studies","2006_2012",0
4,4.917,2.004,4.068,16.289,"Astronomy & Astrophysics","2006_2012",0
18,25.857,7.359,19.659,55.221,"Automation & Control Systems","2006_2012",0
24,36.156,13.057,26.184,91.665,"Behavioral Sciences","2006_2012",0
26,40.962,13.7,29.242,95.054,"Biochemical Research Methods","2006_2012",0
43,45.666,3.485,43.377,61.858,"Biochemistry & Molecular Biology","2006_2012",0
37,39.249,3.395,37.266,56.033,"Biodiversity Conservation","2006_2012",0
35,52.986,23.603,37.53,162.865,"Biology","2006_2012",0
5,9,6.429,5.437,41.618,"Biomedical Social Sciences","2006_2012",0
19,26.948,11.588,19.981,83.41,"Biophysics","2006_2012",0
38,40.249,3.395,38.266,57.032,"Biotechnology & Applied Microbiology","2006_2012",0
21,25.478,4.781,21.81,45.748,"Business","2006_2012",0
3,3.417,1.133,3.024,10.27,"Cardiology","2006_2012",0
27,39.225,13.129,29.197,95.032,"Cell Biology","2006_2012",0
3,5,2.921,3.246,19.244,"Cell & Tissue Engineering","2006_2012",0
33,37.494,4.797,33.814,57.827,"Chemistry","2006_2012",0
2,2.5,1.107,2.037,8.808,"Clinical Neurology","2006_2012",0
3,4.5,2.872,3.132,20.083,"Communication","2006_2012",0
27,27.998,1.868,27.09,38.049,"Computer Science","2006_2012",0
4,6.5,3.655,4.307,24.328,"Construction & Building Technology","2006_2012",0
10,12.545,3.344,10.358,28.122,"Crystallography","2006_2012",0
2,2.5,1.107,2.037,8.808,"Cultural Studies","2006_2012",0
2,2,0.465,2,3.569,"Demography","2006_2012",0
8,19.667,16.021,9.551,95.744,"Dentistry, Oral Surgery & Medicine","2006_2012",0
3,3.8,1.734,3.06,13.615,"Dermatology","2006_2012",0
21,25.472,4.775,21.809,45.717,"Developmental Biology","2006_2012",0
44,44.667,1.305,44.057,51.804,"Ecology","2006_2012",0
16,18.238,3.379,16.264,34.949,"Economics","2006_2012",0
5,6.818,3.426,5.163,25.295,"Education","2006_2012",0
7,16.231,9.343,8.78,54.877,"Electrochemistry","2006_2012",0
11,19.69,9.838,12.465,62.537,"Endocrinology & Metabolism","2006_2012",0
15,21.178,7.47,15.961,54.7,"Energy & Fuels","2006_2012",0
31,32.996,2.641,31.278,45.335,"Engineering","2006_2012",0
33,73.458,49.039,39.277,293.774,"Entomology","2006_2012",0
26,34.987,10.16,27.518,79.206,"Environmental Studies","2006_2012",0
1,1,0.312,1,2.549,"Ergonomics","2006_2012",0
4,4,0.496,4,5.408,"Ethics","2006_2012",0
1,1,0.312,1,2.549,"Ethnic Studies","2006_2012",0
40,40.167,0.536,40.008,43.532,"Evolutionary Biology","2006_2012",0
34,40.117,6.071,35.207,64.997,"Fisheries","2006_2012",0
1,1,0.312,1,2.549,"Folklore","2006_2012",0
32,36.884,4.826,32.969,56.621,"Food Science & Technology","2006_2012",0
35,62.982,21.474,42.373,141.199,"Forestry","2006_2012",0
18,22.115,4.827,18.664,43.483,"Gastroenterology & Hepatology","2006_2012",0
4,7.6,5.817,4.391,37.177,"General & Internal Medicine","2006_2012",0
43,55.497,17.135,44.665,136.809,"Genetics & Heredity","2006_2012",0
6,14.75,8.841,7.691,51.286,"Geochemistry & Geophysics","2006_2012",0
35,39.496,4.798,35.814,59.835,"Geography","2006_2012",0
34,51.981,23.598,36.529,161.834,"Geology","2006_2012",0
32,38.243,7.543,32.972,72.086,"Geosciences, Multidisciplinary","2006_2012",0
1,1,0.284,1,1.799,"Geriatrics & Gerontology","2006_2012",0
8,8.971,1.825,8.087,18.804,"Government & Law","2006_2012",0
6,16.714,14.743,7.421,86.784,"Health Care Sciences & Services","2006_2012",0
5,11.667,9.775,5.817,59.411,"Health Policy & Services","2006_2012",0
9,23.167,12.79,12.119,73.34,"Hematology","2006_2012",0
12,12.327,0.747,12.023,16.629,"History","2006_2012",0
31,31.399,0.866,31.03,36.302,"Horticulture","2006_2012",0
3,4.5,2.872,3.132,20.083,"Hospitality, Leisure, Sport & Tourism","2006_2012",0
3,3.8,1.734,3.06,13.615,"Humanities, Multidisciplinary","2006_2012",0
20,37.824,23.394,22.507,146.735,"Imaging Science & Photographic Technology","2006_2012",0
33,38.993,6.474,34.069,66.585,"Immunology","2006_2012",0
34,47.478,12.441,36.894,96.783,"Infectious Diseases","2006_2012",0
7,22.75,20.717,9.209,119.289,"Information Science & Library Science","2006_2012",0
8,11.733,4.964,8.517,34.975,"Instruments & Instrumentation","2006_2012",0
9,9.648,1.275,9.055,16.635,"Integrative & Complementary Medicine","2006_2012",0
7,11.312,6.907,7.473,46.305,"International Relations","2006_2012",0
8,10.167,3.282,8.255,26.419,"Law","2006_2012",0
6,8.833,4.185,6.344,29.336,"Legal Medicine","2006_2012",0
35,52.986,23.603,37.53,162.865,"Life Sciences & Biomedicine - Other Topics","2006_2012",0
27,30.989,5.278,27.555,55.646,"Limnology","2006_2012",0
1,1,0.312,1,2.549,"Literature","2006_2012",0
10,21.605,12.486,12.081,74.728,"Management","2006_2012",0
37,38.6,2.161,37.217,48.788,"Marine & Freshwater Biology","2006_2012",0
16,16.493,1.02,16.039,22.177,"Materials Science","2006_2012",0
26,30.152,4.867,26.671,51.69,"Mathematical & Computational Biology","2006_2012",0
2,2.333,0.943,2.018,8.09,"Mathematical Methods In Social Sciences","2006_2012",0
23,35.17,13.071,25.187,90.737,"Mathematics","2006_2012",0
7,25,14.753,11.417,80.359,"Mechanics","2006_2012",0
11,41.4,37.638,15.595,212.123,"Medical Subscience","2006_2012",0
4,7.6,5.817,4.391,37.177,"Medicine, General & Internal","2006_2012",0
6,8.833,4.185,6.344,29.336,"Medicine, Legal","2006_2012",0
12,19.882,11.495,12.972,75.9,"Medicine, Research & Experimental","2006_2012",0
19,23.452,4.756,19.805,43.621,"Meteorology & Atmospheric Sciences","2006_2012",0
40,42.249,3.395,40.266,59.034,"Microbiology","2006_2012",0
10,21.375,12.248,12.038,73.501,"Microscopy","2006_2012",0
2,2.333,0.943,2.018,8.09,"Mineralogy","2006_2012",0
2,2.5,1.107,2.037,8.808,"Mining & Mineral Processing","2006_2012",0
33,45.489,17.124,34.664,126.751,"Multidisciplinary Sciences","2006_2012",0
31,41.646,10.252,33.176,83.08,"Mycology","2006_2012",0
13,16.03,3.56,13.488,31.798,"Nanoscience & Nanotechnology","2006_2012",0
21,29.924,10.091,22.507,73.849,"Neurosciences","2006_2012",0
1,1,0.312,1,2.549,"Nuclear Science & Technology","2006_2012",0
11,22.74,12.625,13.106,76.444,"Nutrition & Dietetics","2006_2012",0
7,18.25,15.462,8.494,91.699,"Obstetrics & Gynecology","2006_2012",0
30,38.99,10.163,31.519,83.222,"Oceanography","2006_2012",0
17,18.981,2.624,17.275,31.247,"Oncology","2006_2012",0
18,37.636,16.981,22.539,102.943,"Operations Research & Management Science","2006_2012",0
9,25.875,22.169,11.371,129.127,"Optics","2006_2012",0
24,48.413,31,27.577,190.628,"Ornithology","2006_2012",0
2,2.5,1.107,2.037,8.808,"Orthopedics","2006_2012",0
28,31.993,5.283,28.556,56.675,"Paleontology","2006_2012",0
33,37.491,4.793,33.813,57.809,"Parasitology","2006_2012",0
16,17.977,2.62,16.275,30.226,"Pathology","2006_2012",0
7,18.458,15.741,8.523,93.222,"Pediatrics","2006_2012",0
3,4.5,2.872,3.132,20.083,"Peripheral Vascular Disease","2006_2012",0
28,36.973,10.145,29.516,81.128,"Pharmacology & Pharmacy","2006_2012",0
2,2.5,1.107,2.037,8.808,"Philosophy","2006_2012",0
35,39.495,4.798,35.814,59.832,"Physical Geography","2006_2012",0
14,20.081,7.359,14.945,53.119,"Physics","2006_2012",0
19,25.197,7.491,19.965,58.81,"Physiology","2006_2012",0
11,23.222,16.766,12.627,102.804,"Planning & Development","2006_2012",0
39,39.25,0.729,39.013,43.732,"Plant Sciences","2006_2012",0
6,11.4,6.367,6.867,39.651,"Political Science","2006_2012",0
5,10.333,6.257,5.861,38.034,"Polymer Science","2006_2012",0
7,22.75,20.717,9.209,119.289,"Psychiatry","2006_2012",0
11,12.09,1.724,11.121,20.777,"Psychology","2006_2012",0
12,21.853,10.06,13.88,63.63,"Public Administration","2006_2012",0
26,38.191,13.093,28.19,93.85,"Public, Environmental & Occupational Health","2006_2012",0
3,4.5,2.872,3.132,20.083,"Radiology, Nuclear Medicine & Medical Imaging","2006_2012",0
22,25.102,3.634,22.502,41.18,"Remote Sensing","2006_2012",0
18,28.48,10.099,20.14,69.312,"Reproductive Biology","2006_2012",0
12,19.882,11.495,12.972,75.9,"Research & Experimental Medicine","2006_2012",0
7,18.364,15.614,8.51,92.53,"Respiratory System","2006_2012",0
10,22,16.468,11.597,100.18,"Robotics","2006_2012",0
33,45.489,17.124,34.664,126.754,"Science & Technology - Other Topics","2006_2012",0
9,9.98,1.839,9.088,19.882,"Social Sciences","2006_2012",0
15,18.091,3.623,15.5,34.122,"Sociology","2006_2012",0
24,25.992,2.637,24.277,38.312,"Soil Science","2006_2012",0
3,4.5,2.872,3.132,20.083,"Spectroscopy","2006_2012",0
4,4.833,1.603,4.073,13.544,"Sport Sciences","2006_2012",0
18,26.886,10.05,19.5,70.638,"Statistics & Probability","2006_2012",0
1,1,0.312,1,2.549,"Substance Abuse","2006_2012",0
6,9.5,4.677,6.481,31.447,"Surgery","2006_2012",0
12,13.094,1.729,12.122,21.804,"Telecommunications","2006_2012",0
4,6.5,3.655,4.307,24.328,"Thermodynamics","2006_2012",0
26,28.557,2.802,26.448,40.577,"Toxicology","2006_2012",0
5,11.667,9.775,5.817,59.411,"Transplantation","2006_2012",0
3,5,2.921,3.246,19.244,"Transportation","2006_2012",0
22,23.119,1.761,22.125,31.975,"Tropical Medicine","2006_2012",0
13,15.976,4.492,13.352,38.186,"Urban Studies","2006_2012",0
28,31.587,3.839,28.647,47.879,"Veterinary Sciences","2006_2012",0
31,46.982,16.474,34.016,115.699,"Virology","2006_2012",0
29,34.98,6.461,30.067,62.52,"Water Resources","2006_2012",0
2,2.5,1.107,2.037,8.808,"Women's Studies","2006_2012",0
38,42.498,4.8,38.814,62.844,"Zoology","2006_2012",0
1,0,0,1,0,"Acoustics","2006_2012",1
17.441,17.616,0.409,17.441,18.418,"Agriculture","2006_2012",1
18.209,18.504,0.552,18.209,19.585,"Agronomy","2006_2012",1
11.536,44.722,30.781,11.536,105.051,"Allergy","2006_2012",1
10.839,13.097,1.812,10.839,16.649,"Anatomy & Morphology","2006_2012",1
12.492,13.103,0.866,12.492,14.802,"Anthropology","2006_2012",1
9.733,12.197,1.865,9.733,15.853,"Archaeology","2006_2012",1
2.828,4.891,2.882,2.828,10.539,"Architecture","2006_2012",1
1.755,2.031,0.551,1.755,3.11,"Area Studies","2006_2012",1
3.086,3.759,0.579,3.086,4.893,"Astronomy & Astrophysics","2006_2012",1
11.463,14.748,2.121,11.463,18.905,"Automation & Control Systems","2006_2012",1
13.615,15.662,1.6,13.615,18.798,"Behavioral Sciences","2006_2012",1
12.719,13.356,0.764,12.719,14.854,"Biochemical Research Methods","2006_2012",1
17.853,17.973,0.308,17.853,18.576,"Biochemistry & Molecular Biology","2006_2012",1
13.774,13.863,0.273,13.774,14.397,"Biodiversity Conservation","2006_2012",1
14.914,15.211,0.496,14.914,16.182,"Biology","2006_2012",1
4.166,6.861,3.075,4.166,12.888,"Biomedical Social Sciences","2006_2012",1
12.227,13.329,1.074,12.227,15.433,"Biophysics","2006_2012",1
14.921,15.044,0.359,14.921,15.748,"Biotechnology & Applied Microbiology","2006_2012",1
7.003,7.487,0.745,7.003,8.947,"Business","2006_2012",1
2.749,3.502,1.315,2.749,6.08,"Cardiology","2006_2012",1
12.922,13.446,0.655,12.922,14.731,"Cell Biology","2006_2012",1
3,7.184,2.453,3,11.993,"Cell & Tissue Engineering","2006_2012",1
11.829,12.125,0.557,11.829,13.216,"Chemistry","2006_2012",1
2,3.375,1.136,2,5.601,"Clinical Neurology","2006_2012",1
2.828,4.891,3.217,2.828,11.196,"Communication","2006_2012",1
15.267,15.638,0.59,15.267,16.795,"Computer Science","2006_2012",1
3.464,6.072,2.286,3.464,10.552,"Construction & Building Technology","2006_2012",1
8.279,11.248,2.304,8.279,15.764,"Crystallography","2006_2012",1
2,3.375,1.08,2,5.493,"Cultural Studies","2006_2012",1
1.458,1.567,0.376,1.458,2.303,"Demography","2006_2012",1
6.529,11.95,5.305,6.529,22.349,"Dentistry, Oral Surgery & Medicine","2006_2012",1
2.586,3.699,1.335,2.586,6.315,"Dermatology","2006_2012",1
12.191,13.284,1.005,12.191,15.253,"Developmental Biology","2006_2012",1
14.694,14.727,0.165,14.694,15.05,"Ecology","2006_2012",1
6.042,6.352,0.603,6.042,7.533,"Economics","2006_2012",1
4.341,5.898,1.845,4.341,9.514,"Education","2006_2012",1
5.433,9.967,3.4,5.433,16.631,"Electrochemistry","2006_2012",1
7.178,10.196,2.979,7.178,16.034,"Endocrinology & Metabolism","2006_2012",1
8.032,9.117,1.067,8.032,11.209,"Energy & Fuels","2006_2012",1
14.924,15.48,0.812,14.924,17.072,"Engineering","2006_2012",1
13.93,14.364,0.514,13.93,15.371,"Entomology","2006_2012",1
7.635,7.83,0.433,7.635,8.678,"Environmental Studies","2006_2012",1
1,0,0,1,0,"Ergonomics","2006_2012",1
3.565,4.037,0.59,3.565,5.194,"Ethics","2006_2012",1
1,0,0,1,0,"Ethnic Studies","2006_2012",1
18.018,18.135,0.323,18.018,18.768,"Evolutionary Biology","2006_2012",1
15.71,16.16,0.621,15.71,17.378,"Fisheries","2006_2012",1
1,0,0,1,0,"Folklore","2006_2012",1
13.977,14.905,1.04,13.977,16.944,"Food Science & Technology","2006_2012",1
13.064,13.305,0.368,13.064,14.026,"Forestry","2006_2012",1
12.196,14.133,1.532,12.196,17.136,"Gastroenterology & Hepatology","2006_2012",1
3.789,8.182,5.034,3.789,18.049,"General & Internal Medicine","2006_2012",1
19.564,19.708,0.278,19.564,20.253,"Genetics & Heredity","2006_2012",1
5.299,13.143,7.528,5.299,27.898,"Geochemistry & Geophysics","2006_2012",1
14.176,14.449,0.517,14.176,15.462,"Geography","2006_2012",1
14.328,14.695,0.636,14.328,15.942,"Geology","2006_2012",1
14.078,14.412,0.592,14.078,15.572,"Geosciences, Multidisciplinary","2006_2012",1
1,1,0,1,1,"Geriatrics & Gerontology","2006_2012",1
5.434,6.181,0.965,5.434,8.071,"Government & Law","2006_2012",1
5.742,17.62,9.47,5.742,36.182,"Health Care Sciences & Services","2006_2012",1
4.762,12.419,6.34,4.762,24.846,"Health Policy & Services","2006_2012",1
7.044,12.747,4.378,7.044,21.328,"Hematology","2006_2012",1
7.344,8.28,1.203,7.344,10.637,"History","2006_2012",1
17.707,18.298,0.87,17.707,20.003,"Horticulture","2006_2012",1
2.828,4.891,2.966,2.828,10.704,"Hospitality, Leisure, Sport & Tourism","2006_2012",1
2.586,3.699,1.842,2.586,7.309,"Humanities, Multidisciplinary","2006_2012",1
13.512,15.981,1.951,13.512,19.806,"Imaging Science & Photographic Technology","2006_2012",1
12.866,13.184,0.498,12.866,14.159,"Immunology","2006_2012",1
12.514,13.016,0.631,12.514,14.254,"Infectious Diseases","2006_2012",1
6.727,23.793,12.511,6.727,48.313,"Information Science & Library Science","2006_2012",1
6.916,10.48,3.004,6.916,16.367,"Instruments & Instrumentation","2006_2012",1
6.497,7.462,1.094,6.497,9.607,"Integrative & Complementary Medicine","2006_2012",1
4.834,6.105,1.608,4.834,9.256,"International Relations","2006_2012",1
5.545,6.744,1.341,5.545,9.372,"Law","2006_2012",1
4.371,5.62,1.326,4.371,8.219,"Legal Medicine","2006_2012",1
14.914,15.211,0.505,14.914,16.201,"Life Sciences & Biomedicine - Other Topics","2006_2012",1
12.402,12.974,0.767,12.402,14.478,"Limnology","2006_2012",1
1,0,0,1,0,"Literature","2006_2012",1
6.841,12.181,5.556,6.841,23.07,"Management","2006_2012",1
14.141,14.226,0.263,14.141,14.743,"Marine & Freshwater Biology","2006_2012",1
12.397,13.929,1.214,12.397,16.309,"Materials Science","2006_2012",1
13.056,13.808,0.897,13.056,15.566,"Mathematical & Computational Biology","2006_2012",1
1.89,2.52,1.817,1.89,6.081,"Mathematical Methods In Social Sciences","2006_2012",1
13.066,14.676,1.402,13.066,17.424,"Mathematics","2006_2012",1
7,34.58,10.25,14.491,54.67,"Mechanics","2006_2012",1
8.345,18.798,8.835,8.345,36.114,"Medical Subscience","2006_2012",1
3.789,8.182,5.104,3.789,18.186,"Medicine, General & Internal","2006_2012",1
4.371,5.62,1.302,4.371,8.172,"Medicine, Legal","2006_2012",1
7.935,9.139,1.218,7.935,11.528,"Medicine, Research & Experimental","2006_2012",1
11.327,12.962,1.437,11.327,15.779,"Meteorology & Atmospheric Sciences","2006_2012",1
14.489,14.57,0.3,14.489,15.157,"Microbiology","2006_2012",1
9.076,19.807,9.777,9.076,38.97,"Microscopy","2006_2012",1
1.89,2.52,1.876,1.89,6.196,"Mineralogy","2006_2012",1
2,3.375,1.143,2,5.615,"Mining & Mineral Processing","2006_2012",1
13.837,14.116,0.506,13.837,15.108,"Multidisciplinary Sciences","2006_2012",1
11.812,12.31,0.734,11.812,13.75,"Mycology","2006_2012",1
9.832,12.808,2.281,9.832,17.279,"Nanoscience & Nanotechnology","2006_2012",1
13.934,15.872,1.458,13.934,18.73,"Neurosciences","2006_2012",1
1,0,0,1,0,"Nuclear Science & Technology","2006_2012",1
7.645,12.349,4.947,7.645,22.044,"Nutrition & Dietetics","2006_2012",1
6.261,14.617,7.655,6.261,29.62,"Obstetrics & Gynecology","2006_2012",1
12.899,13.18,0.503,12.899,14.167,"Oceanography","2006_2012",1
10.571,11.63,1.044,10.571,13.676,"Oncology","2006_2012",1
13.198,21.806,5.303,13.198,32.199,"Operations Research & Management Science","2006_2012",1
7.221,14.658,6.939,7.221,28.257,"Optics","2006_2012",1
13.001,14.003,1.012,13.001,15.987,"Ornithology","2006_2012",1
2,3.375,1.063,2,5.459,"Orthopedics","2006_2012",1
11.709,12.048,0.58,11.709,13.185,"Paleontology","2006_2012",1
15.187,15.827,0.743,15.187,17.284,"Parasitology","2006_2012",1
10.051,11.198,1.178,10.051,13.506,"Pathology","2006_2012",1
5.467,11.107,4.831,5.467,20.576,"Pediatrics","2006_2012",1
2.828,4.891,3.346,2.828,11.45,"Peripheral Vascular Disease","2006_2012",1
11.07,11.709,0.976,11.07,13.622,"Pharmacology & Pharmacy","2006_2012",1
2,3.375,1.096,2,5.524,"Philosophy","2006_2012",1
14.883,15.206,0.542,14.883,16.268,"Physical Geography","2006_2012",1
11.716,15.574,2.685,11.716,20.836,"Physics","2006_2012",1
12.314,13.77,1.318,12.314,16.353,"Physiology","2006_2012",1
6.191,7.856,1.792,6.191,11.368,"Planning & Development","2006_2012",1
16.958,17.034,0.277,16.958,17.577,"Plant Sciences","2006_2012",1
5.173,9.252,3.154,5.173,15.434,"Political Science","2006_2012",1
3.681,6.601,2.314,3.681,11.136,"Polymer Science","2006_2012",1
6.727,23.793,12.011,6.727,47.333,"Psychiatry","2006_2012",1
8.814,10.735,1.485,8.814,13.645,"Psychology","2006_2012",1
6.133,7.167,1.294,6.133,9.704,"Public Administration","2006_2012",1
13.489,14.802,1.333,13.489,17.415,"Public, Environmental & Occupational Health","2006_2012",1
2.828,4.891,3.352,2.828,11.461,"Radiology, Nuclear Medicine & Medical Imaging","2006_2012",1
13.331,14.685,1.194,13.331,17.025,"Remote Sensing","2006_2012",1
12.866,16.758,2.445,12.866,21.551,"Reproductive Biology","2006_2012",1
7.935,9.139,1.238,7.935,11.566,"Research & Experimental Medicine","2006_2012",1
5.858,12.677,6.314,5.858,25.053,"Respiratory System","2006_2012",1
7.482,11.238,3.579,7.482,18.254,"Robotics","2006_2012",1
13.891,14.162,0.438,13.891,15.021,"Science & Technology - Other Topics","2006_2012",1
5.833,6.448,0.874,5.833,8.162,"Social Sciences","2006_2012",1
7.52,8.351,0.892,7.52,10.098,"Sociology","2006_2012",1
11.685,12.348,0.863,11.685,14.04,"Soil Science","2006_2012",1
2.828,4.891,3.048,2.828,10.865,"Spectroscopy","2006_2012",1
3.78,5.605,2.478,3.78,10.461,"Sport Sciences","2006_2012",1
11.193,13.34,1.851,11.193,16.968,"Statistics & Probability","2006_2012",1
1,0,0,1,0,"Substance Abuse","2006_2012",1
5.657,10.706,6.487,5.657,23.421,"Surgery","2006_2012",1
9.435,11.409,1.483,9.435,14.315,"Telecommunications","2006_2012",1
3.464,6.072,2.081,3.464,10.152,"Thermodynamics","2006_2012",1
13.839,15.093,1.153,13.839,17.352,"Toxicology","2006_2012",1
4.762,12.419,6.615,4.762,25.384,"Transplantation","2006_2012",1
3,7.184,2.382,3,11.853,"Transportation","2006_2012",1
11.856,12.695,1.043,11.856,14.74,"Tropical Medicine","2006_2012",1
